Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories,Influencer_Tier
Maya Akhil,maya_yummyoyummy,7.72,71000,2300.0,13524.0,3.34,Kerala,Food and Drink,Micro
VinosElCielo,elcielovalledeguadalupe,4.56,69600,60.0,352.8,0.09,Visakhapatnam,Food and Drink,Micro
Crickettimes,crickettimeshq,5.99,67800,199.0,1170.12,0.29,Lucknow,Sports,Micro
Manav & Manas,foodmapdelhi,6.8,67700,498.0,2928.24,0.75,Delhi,Food and Drink,Micro
Money Pechu,moneypechu,4.29,67600,46.0,270.48,0.07,India,Investment and Finance,Micro
Alok Shah,Photography,4.89,62800,79.0,464.52,0.13,Mumbai,Arts and Entertainment,Micro
The Sunday Suppers,thesundaysuppers,6.26,62300,145.0,852.6,0.48,Mumbai,Food and Drink,Micro
Ujwal Puri,ompsyram,8.24,58200,8200.0,48216.0,14.28,Mumbai,Photography,Micro
Arvind Kaur Jain,arvindkaurjain,6.99,58100,596.0,3504.48,1.07,Noida,Food and Drink,Micro
Mr & Mrs Vegan,mrs_vegan,6.45,56400,352.0,2069.7599999999998,0.66,Assam,Food and Drink,Micro
Gastronomical Affair,thegastronomicalaffair,7.0,55100,610.0,3586.7999999999997,1.14,Mumbai,Food and Drink,Micro
Streets Of Maharashtra,streets.of.maharashtra,6.55,55100,407.0,2393.16,0.74,Mumbai,Food and Drink,Micro
Snapshotweddings,snapshot_weddings,6.14,53100,253.0,1487.6399999999999,0.48,Kerala,Photography,Micro
Gypsy Couple,_gypsycouple,7.65,51500,1500.0,8820.0,3.1,India,Travel,Micro
Ranjit,geekyranjitofficial,7.82,50900,3400.0,19992.0,6.83,India,Technology,Micro
Foodiefromindia,foodiefromindia,6.01,50300,179.0,1052.52,0.41,New Delhi,Food and Drink,Micro
Travel,Travel,7.61,48200,1100.0,6468.0,2.46,Mumbai,Food and Drink,Micro
Kinshuk J Mehta,pixels.of.perception,7.6,47800,900.0,5292.0,2.12,Mumbai,Photography,Micro
Creative IMAGE,creativeimagemagazine,6.75,45700,481.0,2828.2799999999997,1.06,New Delhi,Arts and Entertainment,Micro
Priyanka Gupta??,missdesilolita,6.1,45300,223.0,1311.24,0.53,Bengaluru,Travel,Micro
The Right Cut,therightcut,5.57,45200,136.0,799.68,0.33,Delhi,Travel,Micro
Junaid Mohd,junaidmohd,7.62,43500,1300.0,7644.0,3.01,Bengaluru,Lifestyle and Fashion,Micro
Adenz Sandhika Joni,adenzsandhika,5.87,42400,171.0,1005.48,0.43,Akurdi,Lifestyle and Fashion,Micro
The Style High,_thestylehigh_,5.68,42000,150.0,882.0,0.38,Pune,Travel,Micro
Karthik Santosh,bengalurufoods,6.92,39800,576.0,3386.88,1.46,Bengaluru,Food and Drink,Micro
Carlos Cabezas,hibridoabraxas,6.81,39500,496.0,2916.48,1.29,Assam,Arts and Entertainment,Micro
Seiminlen Doungel,seiminlen_doungel,7.89,39400,4200.0,24696.0,10.89,India,Sports,Micro
Fitness,aesthetic_illusionist,8.22,39100,8000.0,47040.0,20.38,New Delhi,Health and Fitness,Micro
Arya,_my_kitchen_delight,6.88,38900,476.0,2798.88,1.42,Bengaluru,Food and Drink,Micro
Joey Ellis,joeyellis,5.69,37800,159.0,934.92,0.43,Assam,Sports,Micro
Natasha,pathological_snacker,5.28,37000,107.0,629.16,0.3,Mumbai,Food and Drink,Micro
Pinch My Plate Mumbai�,pinchmyplatemumbai,5.54,36900,142.0,834.96,0.39,Mumbai,Food and Drink,Micro
R?s???? C???????????,rishita.31,7.62,36600,1300.0,7644.0,3.52,Kolkata,Lifestyle and Fashion,Micro
The Hungry Bong,thehungry_bong,5.84,35700,172.0,1011.36,0.5,Kolkata,Food and Drink,Micro
Kalyan Varma,kalyanvarma,7.74,35300,2600.0,15288.0,7.47,Bengaluru,Arts and Entertainment,Micro
Quantum HiTech,quantumhitech,7.61,35100,1200.0,7056.0,3.35,New Delhi,Technology,Micro
Ethos Healthcare,ethoshealthcare,2.0,34600,4.0,23.52,0.01,New Delhi,Health and Fitness,Micro
Rohit Daroch,frompatiala,7.78,34600,3100.0,18228.0,8.96,Delhi,Technology,Micro
Sim�n Langh�ff,flamesman1,7.63,34600,1400.0,8232.0,3.98,Assam,Business,Micro
Mahesh,mister_whistler,4.68,34500,68.0,399.84,0.2,Bengaluru,Travel,Micro
Stephen,stevenmoni,4.26,34000,45.0,264.6,0.13,India,Technology,Micro
Sam Downing,Travel,6.3,34000,269.0,1581.72,0.93,Raver,Lifestyle and Fashion,Micro
Danish Iquabal� ????,instadanish_01,7.6,33400,1000.0,5880.0,3.15,Patna,Others,Micro
The Hungry Fork,the_hungry_fork,6.24,32299,281.0,1652.28,0.9,Chennai,Food and Drink,Micro
Rid Burman,ridburman,7.2,31600,741.0,4357.08,2.38,India,Photography,Micro
Bhavik Bhoot,placesofmumbai,6.05,31200,216.0,1270.08,0.7,India,Food and Drink,Micro
Anindito Mukherjee,aninditomukherjee,6.14,31100,247.0,1452.36,0.81,New Delhi,Photography,Micro
Anand Prakash,anandprakash1,5.39,30800,123.0,723.24,0.4,New Delhi,Business,Micro
Manish Pandey,join2manish,6.98,30600,593.0,3486.84,2.01,India,Travel,Micro
Aakash Tomar,aakash_tomar208,7.45,30600,900.0,5292.0,2.97,India,Technology,Micro
The Bombay Gourmet,thebombaygourmet,5.25,30600,104.0,611.52,0.35,Mumbai,Food and Drink,Micro
Pooja Shah,mostlypoopie,6.33,30200,303.0,1781.6399999999999,1.08,Mumbai,Lifestyle and Fashion,Micro
VisH..Hh,vishal_sakhuja,7.25,30100,726.0,4268.88,2.6,Raipur,Health and Fitness,Micro
Parul Pratap,parul_pratap,7.68,29900,2000.0,11760.0,6.68,Gurgaon,Food and Drink,Micro
Dharmil Goda,dharmilgoda,5.07,29300,86.0,505.68,0.31,India,Food and Drink,Micro
Jerry Lalrinzuala,jerry_rinzuala,7.76,29100,2800.0,16464.0,9.77,Mizoram,Sports,Micro
LevenStylo,levenstylo,6.83,29100,507.0,2981.16,1.79,Noida,Lifestyle and Fashion,Micro
Travel,Travel,7.32,29000,720.0,4233.6,2.86,Udaipur,Lifestyle and Fashion,Micro
Zain,Photography,5.24,29000,105.0,617.4,0.36,Mumbai,Arts and Entertainment,Micro
Desi Daawat,desidaawat,4.51,28700,53.0,311.64,0.2,India,Food and Drink,Micro
Travel,Travel,5.23,28600,102.0,599.76,0.36,India,Travel,Micro
Pratish Vaghasia,foodieindiya,6.91,28100,573.0,3369.24,2.04,Mumbai,Food and Drink,Micro
Sunil Prajapati,Photography,4.44,27900,53.0,311.64,0.19,India,Food and Drink,Micro
Smitha Vinod,smitha_vinod,7.62,27600,1300.0,7644.0,4.84,Kollam,Food and Drink,Micro
Eatsalott,eats.a.lott,3.89,27600,30.0,176.4,0.11,Dehra Dun,Food and Drink,Micro
Virat Kohli Fan Club,viratkohlifc,6.35,27200,332.0,1952.1599999999999,1.22,Delhi,Sports,Micro
Christopher Rutz,toughtraining,6.67,27000,436.0,2563.68,1.67,Assam,Health and Fitness,Micro
Aniruddha Sarkar,artistaniruddha,7.91,26800,4400.0,25872.0,16.73,Kolkata,Arts and Entertainment,Micro
Azhar Khan,azhar_khan7,4.97,26800,86.0,505.68,0.32,Delhi,Technology,Micro
Aditya Pandit,adityapndit,6.05,26700,199.0,1170.12,0.83,Kolkata,Investment and Finance,Micro
Heidi,heidiapples,6.42,26700,333.0,1958.04,1.35,Assam,Food and Drink,Micro
Arvind Sunny Yadav,arvindsunnyyadav,6.85,26700,531.0,3122.2799999999997,2.0,Lucknow,Technology,Micro
Vishal Kaith,vkaith,7.68,26500,1900.0,11172.0,7.37,Pune,Sports,Micro
Harsh Surti,koffee.and.kolours,6.55,26400,391.0,2299.08,1.55,Gurgaon,Travel,Micro
Scootsy,scootsyit,2.8,26400,10.0,58.8,0.04,Mumbai,Food and Drink,Micro
Bangalore Food Junkies,bangalore_foodjunkies,6.39,26100,343.0,2016.84,1.34,Bengaluru,Food and Drink,Micro
Soumya Kapur,soumyaakapur,4.78,26100,60.0,352.8,0.28,New Delhi,Food and Drink,Micro
Sreesanth,akhildev,6.32,25800,319.0,1875.72,1.25,India,Sports,Micro
It's FOSS - Linux Blog,itsfoss,6.43,25600,357.0,2099.16,1.42,Allahabad,Technology,Micro
Bobz Choudhari,bobz.clickz,6.05,25100,212.0,1246.56,0.88,India,Arts and Entertainment,Micro
The Window Seat Project,windowseatproject,7.63,25100,1400.0,8232.0,5.64,India,Technology,Micro
Fonearena,fonearena,4.46,25100,54.0,317.52,0.22,India,Technology,Micro
Deep Guha,deep.guha,4.13,24800,38.0,223.44,0.16,India,Food and Drink,Micro
Alana Morgan,heyalanamorgan,4.62,24700,60.0,352.8,0.26,Assam,Lifestyle and Fashion,Micro
Dinz Awtani,dinzawtani,7.26,24200,789.0,4639.32,3.27,India,Business,Micro
Chennai Exotics,chennaiexotics,7.61,23900,1100.0,6468.0,4.69,Chennai,Automotive,Micro
Rida Khan,the.ryda.way,6.15,23700,241.0,1417.08,1.09,Hyderabad,Food and Drink,Micro
Harsha & Jayesh,thekoolflame,7.24,23200,779.0,4580.5199999999995,3.36,Mumbai,Lifestyle and Fashion,Micro
Anupama Agarwal,eat.sleep.review.repeat,4.96,22900,81.0,476.28,0.37,Mumbai,Food and Drink,Micro
?,aryanstar1,7.65,22900,1700.0,9996.0,7.31,India,Technology,Micro
Rajiv Kapoor,bhatakta_ek_musafir,7.01,22800,628.0,3692.64,2.79,Bhopal,Photography,Micro
Trrip The Life Fanttastic,tlfmagazine,3.28,22200,15.0,88.2,0.07,Delhi,Food and Drink,Micro
Prianca Saraswat,pepitupwithprianca,5.22,22100,97.0,570.36,0.47,Noida,Lifestyle and Fashion,Micro
Cityshor Pune,cityshorpune,2.32,21800,4.0,23.52,0.02,Pune,Food and Drink,Micro
T. F. S/ Naaz,thefoodiesyndrome,7.13,21800,453.0,2663.64,3.25,Kolkata,Food and Drink,Micro
Natasha Diddee,thegutlessfoodieeatsout,4.73,21700,61.0,358.68,0.33,Pune,Food and Drink,Micro
Follow For The Daily Food,cookin.n.health,5.7,21500,151.0,887.88,0.76,India,Food and Drink,Micro
Delhi Diaries,dd_delhi,5.64,21400,154.0,905.52,0.73,Delhi,Travel,Micro
Devansh Rangani,devanshrangani,5.43,21000,125.0,735.0,0.62,India,Travel,Micro
L�ge-Cap Ferret,lege_capferret,6.69,20900,456.0,2681.2799999999997,2.2,Surat,Travel,Micro
"Food Bloggers Council, INDIA",fbciofficial,2.48,20800,6.0,35.28,0.03,Patiala,Food and Drink,Micro
?Monicaa Mahendru Solanki?,mua_monica_solanki,7.1,20700,669.0,3933.72,3.34,Delhi,Food and Drink,Micro
Julia,platedcravings,5.46,20300,130.0,764.4,0.65,Assam,Food and Drink,Micro
Foodie Friends.,foodiefrnds,5.07,20300,91.0,535.08,0.45,India,Food and Drink,Micro
Doruk Canbilen,dorukc,5.52,20200,140.0,823.1999999999999,0.69,India,Arts and Entertainment,Micro
Jasmine | Student Guide,jasminesachdeva,7.36,20100,832.0,4892.16,4.24,Delhi,Education,Micro
Wishingmirror,thewishingmirror,6.12,20100,243.0,1428.84,1.24,India,Arts and Entertainment,Micro
Ileana D'Cruz,ileana_official,7.13,14800000,14199.500000000002,405700.0,0.0,India,Arts and Entertainment,Celebrity
Vishal Pandey,vishalpandey_21,7.6,10300000,3244.5000000000005,92700.0,0.01,India,Arts and Entertainment,Celebrity
Krystle D'souza,krystledsouza,6.12,7500000,5092.500000000001,145500.0,0.0,India,Arts and Entertainment,Celebrity
Hiphop Tamizha,hiphoptamizha,6.38,5200000,12988.500000000002,371100.0,0.01,India,Others,Celebrity
RANJIT RODRICKS,ranjitrodricks,2.48,20000,13.125000000000002,375.0,0.03,Mumbai,Lifestyle and Fashion,Celebrity
Mahendra Singh Dhoni,mahi7781,2.0,38700000,745500.0000000001,21300000.0,0.0,India,Sports,Celebrity
Pooja Dhingra,poojadhingra,3.68,7200000,696.5000000000001,19900.0,0.0,India,Food and Drink,Celebrity
Bhavin Bhanushali,bhavin_333,7.62,4900000,20083.0,211400.0,0.03,India,Arts and Entertainment,Mega
Sanjeeda Shaikh,iamsanjeeda,6.4,4500000,64771.0,681800.0,0.01,India,Arts and Entertainment,Mega
SONAL CHAUHAN,sonalchauhan,6.68,4300000,10839.5,114100.0,0.01,India,Arts and Entertainment,Mega
Rohan Mehra,rohanmehraa,6.03,3700000,22809.5,240100.0,0.01,India,Arts and Entertainment,Mega
Ravi Dubey,ravidubey2312,5.54,3500000,16397.0,172600.0,0.0,India,Arts and Entertainment,Mega
Yashika Anand,yashikaaannand,7.01,3400000,43348.5,456300.0,0.02,India,Arts and Entertainment,Mega
Sophie Choudry,sophiechoudry,6.21,3000000,13813.0,145400.0,0.01,Mumbai,Arts and Entertainment,Mega
Karanvir Bohra,karanvirbohra,6.32,3000000,38836.0,408800.0,0.01,India,Arts and Entertainment,Mega
Rithvik Dhanjani,rithvik_d,4.54,2800000,4446.0,46800.0,0.0,India,Arts and Entertainment,Mega
Arshi Khan,arshikofficial,6.87,2700000,17831.5,187700.0,0.02,India,Arts and Entertainment,Mega
Aditi Budhathoki,aditi_budhathoki,6.2,2100000,6374.5,67100.0,0.01,India,Arts and Entertainment,Mega
Sushant Divgikr,sushantdivgikr,3.78,1800000,3021.0,31800.0,0.0,India,Arts and Entertainment,Mega
Shobhita Rana,shobhitaranaofficial,6.09,1800000,3078.0,32400.0,0.01,India,Arts and Entertainment,Mega
Shivin Narang,shivin7,6.12,1700000,4322.5,45500.0,0.01,India,Arts and Entertainment,Mega
Srishty Rode,srishtyrode24,5.32,1700000,12273.905,129199.0,0.01,Mumbai,Arts and Entertainment,Mega
FLORA SAINI,florasaini,6.21,1400000,6194.0,65200.0,0.02,Mumbai,Arts and Entertainment,Mega
Aditi Sharma,officialaditisharma,7.62,1400000,10915.5,114900.0,0.09,India,Arts and Entertainment,Mega
Angela Krislinzki,angelakrislinzki,3.97,1400000,2175.5,22900.0,0.0,India,Arts and Entertainment,Mega
Karunya,ikarunya,3.12,1400000,2774.0,29200.0,0.0,India,Arts and Entertainment,Mega
Sherin Shringar,sherinshringar,5.67,1300000,9253.0,97400.0,0.01,India,Arts and Entertainment,Mega
Ravi Kishan,ravikishann,4.62,1300000,2422.5,25500.0,0.01,Mumbai,Arts and Entertainment,Mega
Avika,avikagor,5.0,1300000,17005.0,179000.0,0.01,India,Arts and Entertainment,Mega
Vrushika Mehta,vrushyy,5.74,1200000,28405.0,299000.0,0.01,India,Arts and Entertainment,Mega
Abhijeet Kain,abhijeetkain,2.0,1100000,104500.0,1100000.0,0.0,India,Arts and Entertainment,Mega
Nanditaswetha,nanditaswethaa,4.97,1100000,1985.5,20900.0,0.01,India,Arts and Entertainment,Mega
Darshan Kuumar,darshankumaar,5.55,1000000,7609.5,80100.0,0.01,Mumbai,Arts and Entertainment,Mega
Sheeva Rana,sheeva_rana,4.44,900000,1596.0,16800.0,0.01,Mumbai,Arts and Entertainment,Mega
Nikhil Chinapa,nikhilchinapa,3.52,875300,2090.0,22000.0,0.0,Bengaluru,Arts and Entertainment,Mega
Sahil Anand,sahilanandofficial,4.59,858800,4294.0,45200.0,0.01,Chandigarh,Arts and Entertainment,Mega
Nandish Singh,nandishsandhu,4.34,853000,988.0,10400.0,0.01,Mumbai,Arts and Entertainment,Mega
Sonal Vengurlekar,sonal_1206,4.64,785500,1187.5,12500.0,0.01,Mumbai,Arts and Entertainment,Mega
Aarti Chabria,aartichabria,5.29,779600,3116.0,32800.0,0.01,Mumbai,Arts and Entertainment,Mega
Aamir Ali,aamirali,4.18,765900,3505.5,36900.0,0.01,Mumbai,Arts and Entertainment,Mega
Arushi Handa,arushi.handa.official,4.02,731000,722.0,7600.0,0.0,Mumbai,Arts and Entertainment,Mega
Harshvardhan Kapoor,harshvarrdhankapoor,4.1,718700,1795.5,18900.0,0.01,Mumbai,Arts and Entertainment,Mega
ChaiBisket,chaibisket,5.52,688900,11238.5,118300.0,0.02,Hyderabad,Arts and Entertainment,Mega
Harsh Rajput,rajputharshjayesh,6.7,655900,2118.5,22300.0,0.07,Mumbai,Arts and Entertainment,Mega
Mrunal Jain,mrunaljainofficial,3.2,638200,503.5,5300.0,0.0,Mumbai,Arts and Entertainment,Mega
Muskaan Varshney,muskaan_varshney,5.43,620300,3059.0,32200.0,0.02,Ghaziabad,Arts and Entertainment,Mega
PURVA MANTRI,purvamantrisinger,3.84,612600,351.5,3700.0,0.0,Mumbai,Arts and Entertainment,Mega
#SonaLIVE,sonamohapatra,3.52,609100,2527.0,26600.0,0.0,Mumbai,Arts and Entertainment,Mega
Ashok Selvan,ashokselvan,4.32,587600,4617.0,48600.0,0.01,Chennai,Arts and Entertainment,Mega
Shweta Mehta Roadies Rising,theshwetamehta,5.36,564800,4997.0,52600.0,0.02,Mumbai,Arts and Entertainment,Mega
RJ Anmol,rjanmol27,3.94,547900,2004.5,21100.0,0.01,New Delhi,Arts and Entertainment,Mega
Rosh,roshgupta_,3.73,527900,18686.5,196700.0,0.0,Mumbai,Arts and Entertainment,Mega
Priyamvada Kant,priyamvadakant,4.44,511900,1016.5,10700.0,0.01,Mumbai,Arts and Entertainment,Mega
Larissa Bonesi,larissabonesi,4.73,510500,1149.5,12100.0,0.01,Mumbai,Arts and Entertainment,Mega
Shibani Kashyap,shibanikashyap,2.64,504600,418.0,4400.0,0.0,Delhi,Arts and Entertainment,Mega
Neha Malik,nehamalik335,6.07,3300000,11799.0,124200.0,0.01,India,Lifestyle and Fashion,Mega
SANA SULTAN KHAN,sanakhan00,6.05,3200000,15931.5,167700.0,0.01,India,Lifestyle and Fashion,Mega
Roshni Kapoor,roshni.kapoor,4.08,2500000,5263.0,55400.0,0.0,India,Lifestyle and Fashion,Mega
Sushant Divgikr,sushantdivgikr,3.78,1800000,3021.0,31800.0,0.0,India,Arts and Entertainment,Mega
Harpal | Fashion Influencer |,im_mr.singh_,5.35,1100000,6830.5,71900.0,0.01,Jaipur,Lifestyle and Fashion,Mega
Mahir Pandhi,mesmahirising,3.73,1100000,2612.5,27500.0,0.0,Mumbai,Lifestyle and Fashion,Mega
Nisha Gupta,ng__nishi,3.76,871400,3173.0,33400.0,0.0,Mumbai,Lifestyle and Fashion,Mega
Falaq Naaz,falaqnaazz,4.56,846200,2736.0,28800.0,0.01,Mumbai,Lifestyle and Fashion,Mega
Shivani Singh,shivani.singhh,4.72,804000,2527.0,26600.0,0.01,Mumbai,Lifestyle and Fashion,Mega
Kirandeep Kaur,kanika868,4.65,739900,4598.0,48400.0,0.01,Delhi,Lifestyle and Fashion,Mega
Saloni Sehra,saloniseh,4.52,691900,6004.0,63200.0,0.01,Delhi,Lifestyle and Fashion,Mega
Bridal Asia,bridalasia,2.16,687800,1083.0,11400.0,0.0,New Delhi,Lifestyle and Fashion,Mega
Vitasta Bhat,vitastabhat,3.84,537300,10108.0,106400.0,0.01,Mumbai,Lifestyle and Fashion,Mega
Aakriti Singh,aakriti17_tis,7.41,530200,16178.5,170300.0,0.17,New Delhi,Lifestyle and Fashion,Mega
Travel,reel,2.0,2300000,14953.0,157400.0,0.0,Mohali,Travel,Mega
Abhishek Kapur,kapursahab,5.79,1200000,4132.5,43500.0,0.01,India,Sports,Mega
Nikhil Chinapa,nikhilchinapa,3.52,875300,2090.0,22000.0,0.0,Bengaluru,Arts and Entertainment,Mega
Shweta Mehta Roadies Rising,theshwetamehta,5.36,564800,4997.0,52600.0,0.02,Mumbai,Arts and Entertainment,Mega
Ieshaan,ieshaan_sehgaal,4.84,475200,13272.000000000002,94800.0,0.02,Mumbai,Arts and Entertainment,Mid Tier
Akash Choudhary,iakashchoudhary,3.94,426100,3822.0000000000005,27300.0,0.01,Delhi,Arts and Entertainment,Mid Tier
Ragini Khanna,raginikhanna,2.0,383100,5642.000000000001,40300.0,0.0,Mumbai,Arts and Entertainment,Mid Tier
Sudeepaa Singh ?? ???? ??????,sudeepaasinghh,5.47,382400,196.00000000000003,1400.0,0.04,Amritsar,Arts and Entertainment,Mid Tier
Pihu,piihu.official,4.83,368500,7896.000000000001,56400.0,0.02,India,Arts and Entertainment,Mid Tier
Naazuk Lochan,naazuklochan,5.23,338800,1470.0000000000002,10500.0,0.03,Mumbai,Arts and Entertainment,Mid Tier
Vikram Prabhu,iamvikramprabhu,5.26,334900,6006.000000000001,42900.0,0.03,Chennai,Arts and Entertainment,Mid Tier
Tarun Nihalani,tarun_nihalani.official,3.28,306900,16338.000000000002,116700.0,0.01,Mumbai,Arts and Entertainment,Mid Tier
Sharukh Shaikh,merealsrk786,4.29,306100,3794.0000000000005,27100.0,0.02,India,Arts and Entertainment,Mid Tier
Aditi Singh Sharma,adtsinghsharma,3.97,300400,546.0,3900.0,0.01,Delhi,Arts and Entertainment,Mid Tier
#BeCreative #BeFizul ????,fizuliyat,3.81,273600,7112.000000000001,50800.0,0.01,Belgaum,Arts and Entertainment,Mid Tier
Scarlett Wilson,scarlettwilsonofficial,3.12,271900,350.00000000000006,2500.0,0.01,Mumbai,Arts and Entertainment,Mid Tier
SwarnimArt,_itsahappyworld_,4.24,264000,5782.000000000001,41300.0,0.02,Chennai,Arts and Entertainment,Mid Tier
Avantika,avantikamishra,4.62,253900,4382.0,31300.0,0.03,Delhi,Arts and Entertainment,Mid Tier
Anmolchaudharyofficial,anmolchaudharyofficial,4.48,243400,4256.0,30400.0,0.02,India,Arts and Entertainment,Mid Tier
Annup Sonii,anupsoni3,3.94,234300,2240.0,16000.0,0.01,Mumbai,Arts and Entertainment,Mid Tier
Mohit Malhotra,mohitmalhotra9,4.26,224200,2450.0000000000005,17500.0,0.02,Delhi,Arts and Entertainment,Mid Tier
Meher Vij,mehervij786,4.16,222500,5740.000000000001,41000.0,0.02,Delhi,Arts and Entertainment,Mid Tier
Chitrashi Rawat,chitrashi,3.73,211900,644.0000000000001,4600.0,0.01,Mumbai,Arts and Entertainment,Mid Tier
Mandeep Gujjar,mandeepgujjar_,4.05,194400,2856.0000000000005,20400.0,0.02,New Delhi,Arts and Entertainment,Mid Tier
Madhuri B,madhuri.official,3.84,192600,980.0000000000001,7000.0,0.02,Bengaluru,Arts and Entertainment,Mid Tier
Piyush Sharma (VIHAAN),officialpiyushsharma,4.84,186300,4088.0000000000005,29200.0,0.04,Mumbai,Arts and Entertainment,Mid Tier
ANIRUDDH DAVE,aniruddh_dave,4.26,183700,1232.0000000000002,8800.0,0.02,Dehradun,Arts and Entertainment,Mid Tier
Heer Naik,heer.naik,3.65,180000,4186.0,29900.0,0.01,India,Arts and Entertainment,Mid Tier
Samyukta Hornad,samyuktahornad,3.44,179800,2422.0000000000005,17300.0,0.01,Bengaluru,Arts and Entertainment,Mid Tier
Rahul Khanna,mrkhanna,4.89,177100,3850.0000000000005,27500.0,0.05,Mumbai,Arts and Entertainment,Mid Tier
Fahad Ali,fahadalli,3.86,164800,784.0000000000001,5600.0,0.02,Dehradun,Arts and Entertainment,Mid Tier
Karan Puri,authorkaran,2.24,161500,19.040000000000003,136.0,0.0,Delhi,Arts and Entertainment,Mid Tier
Anamika Mishra,anamikawrites,4.21,161000,1162.0,8300.0,0.03,Delhi,Arts and Entertainment,Mid Tier
Anuja Sathe,anujasatheofficial,4.51,153200,2058.0,14700.0,0.04,Pune,Arts and Entertainment,Mid Tier
Bhargsetu Sharma,bhargsetusharma,4.57,149500,1666.0000000000002,11900.0,0.04,Mumbai,Arts and Entertainment,Mid Tier
Mrityunjai Sharma�??,semblance_jay,4.26,148900,4480.0,32000.0,0.03,Rajasthan,Arts and Entertainment,Mid Tier
Akash Singh,wassupakash,4.0,142700,490.00000000000006,3500.0,0.02,India,Arts and Entertainment,Mid Tier
Rapper Maddy Splitsvilla,rappermaddy,2.96,135800,1540.0000000000002,11000.0,0.01,Delhi,Arts and Entertainment,Mid Tier
SUTTERHUB� INDIA OFFICIAL,shutterhub.india,2.4,133400,350.00000000000006,2500.0,0.0,India,Arts and Entertainment,Mid Tier
The Radio Bomb ??,aabhimanyu,2.4,132600,1470.0000000000002,10500.0,0.0,Mumbai,Arts and Entertainment,Mid Tier
RJ Megha,rjmegha,2.88,123900,126.00000000000001,900.0,0.01,Mumbai,Arts and Entertainment,Mid Tier
Rathika Ramasamy,rathikaramasamy,4.56,121600,434.00000000000006,3100.0,0.05,New Delhi,Arts and Entertainment,Mid Tier
Anusmita,miss_dutta1,3.92,119300,3962.0000000000005,28300.0,0.03,India,Arts and Entertainment,Mid Tier
Paaresha Sharma,paaresharma,5.12,116500,9772.000000000002,69800.0,0.08,Ghaziabad,Arts and Entertainment,Mid Tier
Gaurav Sharma,gaurav.m.sharma,4.41,116400,434.00000000000006,3100.0,0.04,Delhi,Arts and Entertainment,Mid Tier
Raghav Bhutani,raghavbhutani,3.7,107200,1974.0000000000002,14100.0,0.02,India,Arts and Entertainment,Mid Tier
Dj Perisha,Music,3.2,105200,210.00000000000003,1500.0,0.01,New Delhi,Arts and Entertainment,Mid Tier
Manav Vij,manavvij,3.73,104900,3094.0000000000005,22100.0,0.02,Mumbai,Arts and Entertainment,Mid Tier
Meenu Paanchal,itsmepanchal09,3.94,102300,252.00000000000003,1800.0,0.03,India,Arts and Entertainment,Mid Tier
Ayesha Adlakha,ayeshaadlakha,2.4,102300,728.0000000000001,5200.0,0.0,Mumbai,Arts and Entertainment,Mid Tier
Saanya Khatter,saanyaakhatterr,5.05,459800,2996.0000000000005,21400.0,0.02,Faridabad,Lifestyle and Fashion,Mid Tier
Mahhima Kottary,mahhimakottary,4.51,451800,13860.000000000002,99000.0,0.01,Mumbai,Lifestyle and Fashion,Mid Tier
Neha Menghwani | Stylessential,neha_menghwani,3.81,431400,8568.0,61200.0,0.01,Mumbai,Lifestyle and Fashion,Mid Tier
