Name_of_Influencer,Insta_Handle,Q_Score,Followers,Avg_Likes,Avg_Views,Engagement_Ratio,Location,Categories
Vaibhav Kundra,vaibhavkundra,9.19,3.9m,49.4k,70.5k,1.28%,Lucknow,MusicArts & Entertainment
Adaa Khan,adaakhann,9.2,3.8m,76.5k,152.5k,2.04%,India,Arts & EntertainmentMovies
Vishwa Rathod,wish_rathod,9.23,3.8m,180k,542.8k,4.77%,India,Arts & EntertainmentStyle & Fashion
Deepthi Sunaina,deepthi_sunaina,9.27,3.8m,335.2k,1.2m,8.89%,India,LifestyleDance
Sharry Mann,sharrymaan,9.2,3.7m,66.7k,373.6k,1.80%,Mohali,Arts & EntertainmentMovies
Rohan Mehra,rohanmehraa,6.03,3.7m,0,240.1k,0.01%,India,Arts & EntertainmentMovies
Poonam Pandey,ipoonampandey,2,3.7m,0,0,0.00%,Mumbai,Arts & EntertainmentMovies
Shweta Tiwari,shweta.tiwari,9.22,3.7m,162k,271k,4.44%,India,TelevisionArts & Entertainment
Emraan Hashmi,therealemraan,9.23,3.7m,183.6k,210.7k,5.05%,India,Arts & EntertainmentMovies
Radhika Apte,radhikaofficial,9.04,3.7m,42.3k,88k,1.16%,India,Arts & EntertainmentMovies
Farhan Akhtar,faroutakhtar,8.84,3.6m,32.2k,125.9k,0.89%,India,Arts & EntertainmentMovies
Nabha Natesh,nabhanatesh,9.23,3.6m,173.5k,226.7k,4.80%,Bengaluru,Arts & EntertainmentMovies
Nithya Menen,nithyamenen,9.21,3.6m,111.1k,170.2k,3.09%,India,Arts & EntertainmentMovies
RaftaaR,raftaarmusic,9.22,3.6m,132.3k,196.7k,3.70%,India,Arts & EntertainmentMusic
Helly Shah,hellyshahofficial,9.21,3.6m,114.8k,167k,3.24%,India,Arts & EntertainmentMovies
Aamir Khan,_aamirkhan,9.25,3.6m,267.3k,0,7.50%,Mumbai,Arts & EntertainmentMovies
Radhika Madan,radhikamadan,9.24,3.6m,244.1k,360.8k,6.89%,India,Arts & EntertainmentTelevision
Mithila Palkar,mipalkarofficial,9.23,3.6m,173.8k,131.8k,4.90%,India,Arts & EntertainmentMovies
??Nataša Stankovi???,natasastankovic__,9.27,3.5m,360.9k,797.9k,10.23%,Mumbai,Arts & Entertainment
Sonali Bendre Behl,iamsonalibendre,8.67,3.5m,23.6k,74.6k,0.68%,India,Arts & EntertainmentMovies
Trisha Krishnan,dudette583,9.27,3.5m,330.9k,517.8k,9.46%,Chennai,Arts & EntertainmentMovies
Trisha KrishnanTrisha Krishnan,trishakrishnan,9.27,3.5m,330.9k,517.8k,9.46%,India,Arts & EntertainmentMovies
Ravi Dubey,ravidubey2312,5.54,3.5m,0,172.6k,0.00%,India,Arts & EntertainmentMovies
Shriya Saran,shriya_saran1109,9.21,3.5m,124.6k,105.2k,3.58%,Chennai,Arts & EntertainmentMovies
Megha Akash,meghaakash,9.23,3.5m,193.7k,149.8k,5.63%,India,Arts & EntertainmentMovies
Nivetha Pethuraj,nivethapethuraj,9.23,3.4m,202.4k,304.8k,5.90%,India,Arts & EntertainmentMovies
Randeep Hooda,randeephooda,9.2,3.4m,74.4k,208.2k,2.18%,Delhi,SportsArts & Entertainment
Manoj Bajpayee,bajpayee.manoj,9.2,3.4m,73.4k,236.5k,2.14%,India,Arts & EntertainmentMovies
Malavika Mohanan,malavikamohanan_,9.23,3.4m,196.2k,251.6k,5.74%,Mumbai,Arts & EntertainmentMovies
Yuvika Choudhary,yuvikachaudhary,8.81,3.4m,30.8k,86.8k,0.91%,Delhi,Arts & EntertainmentMovies
Vedhika,vedhika4u,9.21,3.4m,94.8k,67.3k,2.79%,India,Arts & EntertainmentMovies
Yashika Anand,yashikaaannand,7.01,3.4m,0,456.3k,0.02%,India,Arts & EntertainmentMovies
Mehreen Pirzada,mehreenpirzadaa,9.2,3.4m,75.9k,85.3k,2.25%,India,Arts & EntertainmentMovies
Nikki Tamboli,nikki_tamboli,9.23,3.4m,183.4k,313.1k,5.46%,Chennai,Arts & EntertainmentMovies
Priyank Sharma,priyanksharmaaa,8.85,3.4m,32.4k,147.4k,0.97%,India,Arts & EntertainmentDance
Manimegalai,iammanimegalai,9.22,3.3m,160.5k,295.2k,4.85%,Chennai,Arts & EntertainmentTelevision
Madhavan,actormaddy,9.22,3.3m,164.7k,524.5k,5.00%,India,Arts & EntertainmentMovies
Ram Pothineni,ram_pothineni,9.32,3.3m,519.4k,420k,15.82%,India,Arts & EntertainmentMovies
Ahsaas Channa,ahsaassy_,9.22,3.3m,151.1k,74.1k,4.63%,India,Arts & EntertainmentLifestyle
Yash Raj Films,yrf,8.09,3.3m,6.6k,87.7k,0.20%,India,Arts & EntertainmentMovies
Tanya Sharma,tanyasharma27,9.2,3.2m,57.5k,109.8k,1.79%,India,Arts & EntertainmentMovies
Sara Gurpal,saragurpals,8.95,3.2m,37.6k,86.8k,1.18%,India,Arts & EntertainmentMovies
Soha Ali Khan,sakpataudi,8.76,3.2m,28.2k,93k,0.88%,India,Arts & EntertainmentMovies
Mimi Chakraborty,mimichakraborty,9.19,3.2m,49.6k,59.6k,1.55%,India,Arts & EntertainmentMovies
Pearl V Puri,pearlvpuri,9.22,3.2m,157.7k,3.3m,4.97%,India,Arts & EntertainmentMovies
Divya Agarwal,divyaagarwal_official,9.21,3.2m,122k,234.5k,3.84%,India,Arts & EntertainmentLifestyle
G.V.Prakash Kumar,gvprakash,9.22,3.2m,148.4k,427k,4.68%,India,MusicArts & Entertainment
Priya Bhavani Shankar,priyabhavanishankar,9.23,3.2m,190.8k,310.1k,6.05%,India,Arts & EntertainmentMovies
Sandeep Maheshwari,sandeep__maheshwari,9.22,3.1m,152.2k,554.8k,4.89%,India,Arts & EntertainmentPhotography
Lauren Gottlieb,laurengottlieb,9.21,3.1m,90.3k,120.8k,2.88%,Mumbai,MusicArts & Entertainment
Nikki Galrani,nikkigalrani,9.29,3.1m,405.4k,86.3k,12.93%,India,Arts & EntertainmentMovies
Karan Wahi,karanwahi,8.62,3.1m,21.2k,79.9k,0.69%,India,Arts & EntertainmentMovies
Ramji Gulati,ramjigulatiofficial,9.19,3.1m,49.4k,110.6k,1.61%,India,Arts & EntertainmentMusic
Jung Il Woo ???,jilwww,9.21,3.1m,101.8k,123.9k,3.36%,Assam,Arts & EntertainmentMovies
Himesh,realhimesh,8.41,3.1m,10.6k,153.3k,0.35%,India,Arts & EntertainmentMusic
Inas X,inasx,9.21,3.1m,104.2k,314.3k,3.44%,Assam,Arts & EntertainmentMovies
RAHUL VAIDYA RKV,rahulvaidyarkv,9.23,3.1m,172.9k,426.8k,5.80%,India,Arts & EntertainmentMusic
Kalyani Priyadarshan,kalyanipriyadarshan,9.36,3m,680.1k,410.3k,22.42%,India,Arts & EntertainmentMovies
Sophie Choudry,sophiechoudry,6.21,3m,0,145.4k,0.01%,Mumbai,Arts & EntertainmentMovies
Somya,somya_daundkar,9.21,3m,119.5k,596.4k,4.07%,Mumbai,Arts & Entertainment
Amyra Dastur,amyradastur93,9.2,3m,67.5k,73.2k,2.24%,India,Arts & EntertainmentMovies
Karanvir Bohra,karanvirbohra,6.32,3m,0,408.8k,0.01%,India,Arts & EntertainmentTelevision
MANJmusik,manjmusik,9.22,3m,136.2k,165.1k,4.53%,Mumbai,Arts & EntertainmentMusic
Devoleena Bhattacharjee,devoleena,8.77,3m,28.5k,272.9k,0.96%,India,Arts & Entertainment
Shubhi Sharma,shubhi_sharma_official,8.19,3m,7.6k,122.1k,0.26%,India,Arts & EntertainmentTelevision
Kajal Raghwani,kajalraghwani,8.53,3m,16.4k,46k,0.56%,India,Arts & Entertainment
Farah Khan,farahkhankunder,8.79,3m,29.4k,249.5k,1.00%,India,Arts & EntertainmentMovies
Maniesh Paul,manieshpaul,8.32,3m,9.1k,52.3k,0.31%,India,Arts & EntertainmentMovies
Varun Tej,varunkonidela7,9.22,3m,139.2k,186.1k,4.71%,India,Arts & EntertainmentMovies
Neeti Mohan,neetimohan18,8.53,3m,16.7k,122.7k,0.57%,India,Arts & EntertainmentMusic
Tai Lopez,tailopez,9.2,2.9m,66.8k,171k,2.31%,India,Arts & EntertainmentLiterature
Rhea Chakraborty,rhea_chakraborty,9.21,2.9m,103.4k,1.3m,3.57%,India,Arts & EntertainmentMovies
SunRisers Hyderabad,sunrisershyd,8.88,2.9m,34.4k,134k,1.17%,India,Arts & EntertainmentMovies
Tinaa Dattaa,dattaatinaa,9.11,2.9m,45.5k,277.7k,1.57%,Mumbai,Arts & EntertainmentTelevision
Sanaya Irani,sanayairani,9,2.9m,39.2k,147.5k,1.38%,India,Arts & EntertainmentTelevision
Ritika Singh,ritika_offl,9.21,2.9m,111.1k,272.8k,3.85%,India,Arts & EntertainmentMovies
Niti Taylor,nititaylor,9.2,2.9m,78.4k,111.1k,2.76%,India,Arts & EntertainmentTelevision
Amrapali Dubey,aamrapali1101,8.52,2.9m,16k,95.9k,0.56%,India,Arts & EntertainmentMovies
Gurmeet Choudhary,guruchoudhary,8.99,2.9m,39.2k,97.1k,1.39%,India,Arts & EntertainmentMovies
Akhil Akkineni,akkineniakhil,9.25,2.9m,255.7k,659.9k,8.95%,India,Arts & EntertainmentMovies
Palak Muchhal,palakmuchhal3,9.2,2.9m,63.3k,109.2k,2.24%,India,Arts & EntertainmentMusic
Dipika Kakar,ms.dipika,9.23,2.8m,186.8k,446.2k,6.61%,India,Arts & EntertainmentMovies
Nivin Pauly,nivinpaulyactor,8.9,2.8m,34.9k,153.7k,1.24%,India,Arts & EntertainmentMovies
Iswarya Menon,iswarya.menon,9.24,2.8m,220.3k,774.2k,7.84%,India,Arts & EntertainmentMovies
LAVANYA,itsmelavanya,9.2,2.8m,63.9k,133.8k,2.27%,India,Arts & EntertainmentMovies
Kunal Kemmu,kunalkemmu,9.2,2.8m,53.5k,162.1k,1.91%,India,Arts & EntertainmentMovies
Priyanka Deshpande,priyankapdeshpande,9.22,2.8m,153.1k,779.6k,5.49%,India,Arts & EntertainmentTelevision
Shama Sikander,shamasikander,8.48,2.8m,14.1k,41k,0.51%,India,Arts & EntertainmentMovies
Rithvik Dhanjani,rithvik_d,4.54,2.8m,0,46.8k,0.00%,India,Arts & EntertainmentTelevision
Mukti Mohan,muktimohan,8.94,2.8m,36.8k,39.7k,1.33%,India,Arts & EntertainmentMovies
Shakti Arora,shaktiarora,9.2,2.8m,79.6k,167.8k,2.92%,India,Arts & EntertainmentTelevision
Amaal Mallik,amaal_mallik,8.53,2.7m,16k,421.8k,0.62%,Mumbai,Arts & EntertainmentMovies
Arshi Khan,arshikofficial,6.87,2.7m,0,187.7k,0.02%,India,Arts & Entertainment
Andrea Jeremiah,therealandreajeremiah,9.21,2.7m,104.4k,49.8k,3.82%,India,Arts & EntertainmentMovies
Terence Lewis,terence_here,8.73,2.7m,26.4k,120k,0.97%,India,Arts & EntertainmentTelevision
Sanya Malhotra,sanyamalhotra_,9.2,2.7m,77.6k,129.2k,2.86%,India,Arts & EntertainmentMovies
Niharika,niharika_nm,9.27,2.7m,345.5k,1.8m,12.78%,India,Arts & EntertainmentBlogging
Anam Darbar,anamdarbar97,8.99,2.7m,39.6k,1.1m,1.48%,India,Arts & Entertainment
Shraddha Das,shraddhadas43,9.2,2.7m,56.6k,61.5k,2.11%,India,Arts & EntertainmentMovies
Aishwarya Rajessh,aishwaryarajessh,9.21,2.7m,109.7k,178k,4.09%,India,Arts & EntertainmentMovies
Nakuul Mehta,nakuulmehta,9.2,2.7m,57.5k,124.2k,2.17%,India,Arts & EntertainmentMovies
Krishna Mukherjee,krishna_mukherjee786,8.58,2.7m,19.2k,34.4k,0.73%,India,Arts & EntertainmentTelevision
Chahatt Khanna,chahattkhanna,9.2,2.6m,62.4k,38.3k,2.39%,Mumbai,Arts & EntertainmentMovies
Anju Kurian,anjutk10,9.21,2.6m,101.4k,373k,3.89%,India,Arts & EntertainmentMovies
Dhruv Vikram,dhruv.vikram,9.3,2.6m,471.2k,775.7k,18.27%,India,Arts & EntertainmentMovies
Ahaana Krishna,ahaana_krishna,9.2,2.6m,82k,387.4k,3.17%,India,Arts & EntertainmentMovies
Tridha Choudhury,tridhac,9.2,2.6m,78k,80.6k,3.07%,India,Arts & EntertainmentMovies
Rupaliganguly,rupaliganguly,9.21,2.5m,122.6k,218.7k,4.83%,Mumbai,Arts & Entertainment
Shoaib Ibrahim,shoaib2087,9.2,2.5m,72.7k,386.3k,2.87%,India,Arts & EntertainmentMovies
Sayyeshaa,sayyeshaa,9.22,2.5m,148.9k,708.8k,5.89%,India,Arts & EntertainmentMovies
Terribly Tiny Tales,ttt_official,8.61,2.5m,20.6k,206.5k,0.83%,India,Arts & EntertainmentMovies
Radhika Pandit,iamradhikapandit,9.32,2.5m,532.6k,1m,21.35%,Bengaluru,Arts & EntertainmentMovies
Pradeep Pandey,pradeeppandey_chintu,8.71,2.5m,25.7k,60.2k,1.04%,India,Arts & EntertainmentMovies
Kanchi Singh,kanchisingh09,8.3,2.5m,8.7k,57.6k,0.36%,India,Arts & EntertainmentMovies
Vaishnavi Rao,vaishnavi_rao5,9.2,2.5m,70.2k,95.7k,2.85%,India,Arts & Entertainment
Sumedh V Mudgalkar,beatking_sumedh,9.22,2.5m,151.7k,398k,6.23%,India,Arts & EntertainmentMovies
Drashti,dhamidrashti,8.63,2.5m,21.6k,111.7k,0.89%,India,Arts & EntertainmentMovies
F I L M Y G A G S,filmygags,8.44,2.5m,12k,443.9k,0.49%,India,Arts & EntertainmentMovies
Kusha Kapila,kushakapila,9.23,2.4m,175.6k,325.1k,7.19%,India,Arts & Entertainment
Dhivya Dharshini,ddneelakandan,9.21,2.4m,118k,269.1k,4.85%,Chennai,Arts & EntertainmentTelevision
Monali Thakur,monalithakur03,8.99,2.4m,39.6k,73.8k,1.64%,India,Arts & EntertainmentMusic
Round2hell,round2hell,9.27,2.4m,321.5k,1.6m,13.50%,India,Arts & Entertainment
Neeraj Madhav,neeraj_madhav,8.92,2.4m,36.1k,145.2k,1.50%,India,Arts & EntertainmentMovies
Saniya Iyappan,_saniya_iyappan_,9.24,2.4m,207.9k,503.1k,8.66%,India,Arts & EntertainmentMovies
Nakshathra Nagesh,nakshathra.nagesh,8.75,2.4m,27.9k,107.5k,1.17%,India,Arts & EntertainmentTelevision
Ankita Sharma,iamankittasharma,9.09,2.4m,44.6k,97.1k,1.90%,India,Arts & EntertainmentMovies
Zain Imam,zainimam_official,9.21,2.3m,91.5k,191.2k,3.96%,India,Arts & EntertainmentMovies
Ali Quli Mirza,aliqulimirzaofficial,8.54,2.3m,17k,122.7k,0.73%,Mumbai,MusicArts & Entertainment
Sanjana Sanghi,sanjanasanghi96,9.21,2.3m,119.1k,143.1k,5.11%,India,Arts & EntertainmentStyle & Fashion
Maanayata Dutt,maanayata,9.2,2.3m,72.8k,302.5k,3.14%,Mumbai,Arts & Entertainment
Zaara Yesmin,zaarayesmin,8.91,2.3m,35.7k,127.8k,1.54%,India,Arts & EntertainmentMovies
Athulya Ravi,athulyaofficial,9.21,2.3m,119.7k,362.4k,5.17%,India,Arts & EntertainmentMovies
Namrata Shirodkar,namratashirodkar,9.06,2.3m,43k,246k,1.85%,Hyderabad,Arts & Entertainment
Funcho,funcho,9.24,2.3m,223.3k,0,9.63%,India,Arts & Entertainment
Rohit Singhania,rohit1209_,9.2,2.3m,55.9k,718.6k,2.44%,India,Arts & Entertainment
Pradeep Machiraju,pradeep_machiraju,9.21,2.3m,109.5k,397k,4.76%,India,Arts & EntertainmentMovies
Priyanka Sarkar,priyankasarkarz,8.4,2.3m,10.3k,113.7k,0.45%,Kolkata,Arts & EntertainmentMovies
Vani Bhojan,vanibhojan_,9.04,2.3m,42.3k,117.7k,1.85%,India,Arts & EntertainmentTelevision
Aditya Narayan,adityanarayanofficial,9.21,2.3m,126.2k,345.2k,5.54%,India,Arts & EntertainmentLiterature
Ali Fazal,alifazal9,9.1,2.3m,45.1k,100k,1.98%,Mumbai,Arts & EntertainmentMovies
Heli Daruwala,heli_daruwala,9.2,2.3m,54.4k,80.8k,2.40%,India,Arts & EntertainmentTelevision
Prarthana,prarthana.behere,9.2,2.3m,66.1k,136k,2.92%,India,Arts & EntertainmentMovies
Harshvardhan Rane,harshvardhanrane,9.2,2.3m,67.1k,90.9k,2.97%,India,Arts & EntertainmentMovies
Rajvir Jawanda,rajvirjawandaofficial,8.27,2.3m,8.5k,66.6k,0.38%,India,Arts & Entertainment
Karishma Sharma,karishmasharma22,8.76,2.3m,27.9k,58.9k,1.24%,India,Arts & EntertainmentTelevision
Babbal Rai,babbalrai9,8.42,2.3m,11k,22.9k,0.49%,India,Arts & Entertainment
Khushali Kumar,khushalikumar,9.13,2.3m,46k,69.6k,2.05%,India,Arts & EntertainmentMovies
Aathmika,iamaathmika,9.21,2.2m,124.9k,139.3k,5.58%,India,Arts & EntertainmentMovies
Eesha Rebba,yourseesha,9.21,2.2m,94.2k,127.6k,4.24%,Hyderabad,Arts & EntertainmentMovies
MUGEN RAO,themugenrao,9.2,2.2m,72.7k,196.5k,3.26%,Chennai,Arts & EntertainmentMusic
Jasmine Sandlas,jasminesandlas,8.62,2.2m,21k,348.4k,0.95%,India,Arts & EntertainmentMusic
Shefali Jariwala,shefalijariwala,9.2,2.2m,59.3k,301k,2.70%,Mumbai,Arts & EntertainmentMovies
Richa Chadha,therichachadha,8.53,2.2m,16.8k,31.5k,0.76%,India,Arts & EntertainmentMovies
WamiQa Gabbi,wamiqagabbi,9.2,2.2m,73.7k,381.6k,3.36%,India,Arts & EntertainmentMovies
Khesari Lal Yadav,khesari_yadav,9.2,2.2m,51.5k,235k,2.40%,India,Arts & EntertainmentMovies
Sriti Jha,itisriti,9.21,2.2m,113.4k,343.1k,5.27%,India,TravelArts & Entertainment
Deepika Pilli ??,deepika_pilli,9.24,2.2m,235k,572.5k,10.84%,Hyderabad,BeautyDance
Sandeepa Dhar,iamsandeepadhar,8.73,2.2m,26.3k,204k,1.23%,India,Arts & EntertainmentMovies
Aishwarya Lekshmi,aishu__,9.21,2.2m,104.8k,220.5k,4.84%,India,Arts & EntertainmentMovies
Jay Bhanushali,ijaybhanushali,9.2,2.2m,79.3k,232.1k,3.72%,India,Arts & EntertainmentMovies
Pragya Jaiswal,jaiswalpragya,9.2,2.2m,61.4k,82k,2.84%,India,Arts & EntertainmentMovies
Ruhi Singh,ruhisingh12,8.61,2.2m,20.3k,65.8k,0.96%,India,Arts & EntertainmentMovies
Jonita,jonitamusic,9.23,2.2m,169.6k,169.1k,7.86%,India,Arts & EntertainmentMusic
Ishita Dutta Sheth,ishidutta,8.61,2.1m,20.8k,47.7k,0.98%,India,Arts & EntertainmentMovies
Kumar Sanu,kumarsanuofficial,9.09,2.1m,44.5k,142.8k,2.10%,India,Arts & EntertainmentMusic
Upen Patel,upenpatelworld,8.83,2.1m,31.4k,0,1.49%,India,TelevisionArts & Entertainment
Asha Negi,ashanegi,9.2,2.1m,59.6k,144.1k,2.82%,India,Arts & EntertainmentMovies
Puja Banerjee,banerjeepuja,9.2,2.1m,57.6k,188.2k,2.76%,Kolkata,Arts & EntertainmentTelevision
Elnaaz Norouzi,_iamelnaaz_,8.64,2.1m,21.8k,137.1k,1.05%,India,Arts & Entertainment
Tabu,tabutiful,9.2,2.1m,52.9k,136.9k,2.56%,India,Arts & EntertainmentMovies
Sri Divya,sd_sridivya,9.2,2.1m,82.4k,119.4k,3.96%,India,Arts & EntertainmentMovies
Aditi Budhathoki,aditi_budhathoki,6.2,2.1m,0,67.1k,0.01%,India,Arts & EntertainmentMovies
Sonali Raut,isonaliraut,8.74,2.1m,26.7k,97.8k,1.30%,India,Arts & EntertainmentMovies
Manjull Khattar,manjullll,8.64,2.1m,21.8k,102k,1.06%,India,Arts & EntertainmentStyle & Fashion
Aamna Sharif,aamnasharifofficial,8.87,2.1m,33.6k,50.8k,1.63%,Mumbai,Arts & EntertainmentTelevision
TANIA,taniazworld,9.23,2.1m,181.6k,133.3k,8.84%,Punjab,Arts & EntertainmentLifestyle
Mallika Sherawat,mallikasherawat,8.5,2.1m,14.9k,137.3k,0.73%,India,Arts & EntertainmentMovies
Pawan Singh,singhpawan999,9.2,2.1m,80k,327.8k,3.95%,India,Arts & EntertainmentMovies
Bollywood Mobi,bollywood.mobi,7.62,2.1m,1.3k,16.5k,0.06%,India,Arts & Entertainment
Dabboo Ratnani,dabbooratnani,7.63,2.1m,1.4k,99.1k,0.07%,India,Arts & EntertainmentPhotography
Mahhi Vij,mahhivij,8.42,2.1m,11.2k,91.3k,0.55%,Mumbai,Arts & EntertainmentTelevision
Kainaat Arora,ikainaatarora,8.79,2m,29.4k,75.1k,1.46%,India,Arts & EntertainmentMovies
Rachita Ram,rachita_instaofficial,9.2,2m,88.9k,263.8k,4.43%,India,Arts & EntertainmentMovies
Nadiadwala Grandson,nadiadwalagrandson,8.44,2m,12.4k,24.3k,0.62%,Mumbai,Arts & EntertainmentMovies
Juhi Chawla,iamjuhichawla,8.5,2m,15.1k,36.7k,0.76%,India,Arts & EntertainmentMovies
Himaja Reddy,itshimaja,8.37,2m,9.7k,103.2k,0.49%,India,Arts & Entertainment
Anjana Singh,anjana_singh_,8.01,2m,5.6k,23.9k,0.29%,India,Arts & EntertainmentMovies
Koushani,myself_koushani,8.71,2m,25.5k,49.7k,1.30%,New Delhi,Arts & EntertainmentMovies
BOHEMIA,iambohemia,9.2,2m,62.2k,376.3k,3.23%,Punjab,Arts & EntertainmentMusic
Mandira Bedi,mandirabedi,8.12,2m,6.8k,31.9k,0.35%,India,Arts & EntertainmentTelevision
Amritha Aiyer,amritha_aiyer,9.22,2m,137.2k,119k,7.01%,India,Arts & EntertainmentMovies
Arjun Rampal,rampal72,8.54,2m,16.9k,54k,0.87%,India,Arts & EntertainmentMovies
Hiba Nawab,hibanawab,9.09,1.9m,44.4k,63.7k,2.29%,India,TelevisionArts & Entertainment
Sai Dharam Tej,jetpanja,9.21,1.9m,126.9k,394.7k,6.54%,India,Arts & EntertainmentMovies
Telugu Filmnagar,telugufilmnagar,8.27,1.9m,8.6k,77k,0.44%,India,Arts & EntertainmentMovies
Atharvaa,atharvaamurali,9.25,1.9m,257.1k,0,13.30%,Chennai,Arts & EntertainmentMovies
ReginaCassandra,reginaacassandraa,8.79,1.9m,29.6k,124.2k,1.53%,India,Arts & EntertainmentMovies
Shalini,shalzp,9.22,1.9m,154.8k,131.4k,8.01%,India,Arts & EntertainmentMovies
Shivaleeka Oberoi,shivaleekaoberoi,9.21,1.9m,99.3k,180.7k,5.17%,India,Arts & EntertainmentMovies
Puneeth Rajkumar,puneethrajkumar.official,9.21,1.9m,102.2k,368.7k,5.33%,India,Arts & EntertainmentMovies
Elvish Yadav,elvish_yadav,9.22,1.9m,146.9k,557.6k,7.73%,India,Arts & EntertainmentMovies
Sunny Chopra,ssunnychoppra,9.2,1.9m,53.6k,3.1m,2.85%,India,Style & FashionArts & Entertainment
Priya Bapat,priyabapat,8.95,1.9m,37.6k,121.5k,1.97%,India,Arts & EntertainmentMovies
Be YouNick,beyounick,9.2,1.9m,78k,362.5k,4.09%,India,Arts & EntertainmentHumor / Comedy
Palak Tiwari,palaktiwarii,9.22,1.9m,160.9k,672k,8.55%,India,Arts & Entertainment
Melvin Louis,melvinlouis,7.87,1.9m,4.1k,112k,0.22%,India,Arts & EntertainmentDance
Kamal Haasan,ikamalhaasan,9.24,1.9m,215.8k,264.5k,11.56%,India,Arts & EntertainmentMovies
Varun Sood,varunsood12,9.2,1.9m,65.3k,66.5k,3.53%,India,Arts & EntertainmentTelevision
Varshini Sounderajan,varshini_sounderajan,9.21,1.9m,98.4k,246.6k,5.31%,India,Arts & Entertainment
Vivian Divine India,vivianakadivine,9.22,1.9m,158.4k,288.5k,8.59%,India,Arts & EntertainmentMusic
Shantanu Maheshwari,shantanu.maheshwari,9.22,1.9m,128.5k,551.6k,6.96%,India,Arts & EntertainmentMovies
Rohit Suresh Saraf,rohitsaraf,9.25,1.9m,282.7k,326.4k,15.31%,India,Arts & EntertainmentMovies
Team Chetna Pande,iamchetnapande,8.69,1.8m,24.7k,23k,1.35%,India,LifestyleArts & Entertainment
Sugandha Mishra,sugandhamishra23,8.32,1.8m,9k,110k,0.50%,India,Arts & EntertainmentMovies
Ram Gopal Varma,rgvzoomin,8.66,1.8m,23.4k,240.4k,1.28%,India,Arts & EntertainmentMovies
Laughing Colours,laughingcolours,7.84,1.8m,3.7k,22.4k,0.20%,India,Arts & Entertainment
Sushant Divgikr,sushantdivgikr,3.78,1.8m,0,31.8k,0.00%,India,Style & FashionArts & Entertainment
Varun Pruthi,varun_pruthi,8.5,1.8m,15.3k,182.9k,0.85%,India,Arts & EntertainmentMovies
Manav Chhabra,mr.mnv,9.21,1.8m,113.5k,141.3k,6.33%,India,Arts & EntertainmentStyle & Fashion
Amruta Khanvilkar,amrutakhanvilkar,8.99,1.8m,39.4k,114.8k,2.18%,Mumbai,Arts & EntertainmentMovies
Vivek Dahiya,vivekdahiya,8.67,1.8m,23.4k,57.5k,1.31%,India,Arts & EntertainmentTelevision
Ma Ka Pa Anandh,makapa_anand,9.13,1.8m,46.9k,117.8k,2.59%,India,Arts & EntertainmentTelevision
Shobhita Rana,shobhitaranaofficial,6.09,1.8m,0,32.4k,0.01%,India,Arts & EntertainmentMovies
Miss Pooja,misspooja,8.48,1.8m,14k,146.2k,0.79%,India,Arts & EntertainmentMovies
Anu Emmanuel,anuemmanuel,9.22,1.8m,152.5k,0,8.55%,India,Arts & EntertainmentMovies
Khwahish Gal,khwahish_gal,8.74,1.8m,26.4k,111.2k,1.52%,Mumbai,LifestyleArts & Entertainment
Ankita Chhetri,ankitachhetri25,9.2,1.8m,68.9k,240.1k,3.88%,Mumbai,Arts & Entertainment
Arjit Taneja,arjitaneja,8.68,1.8m,23.7k,82.9k,1.35%,India,Arts & EntertainmentMovies
Jasleen,missjasleenarora,9.2,1.8m,82.2k,176.9k,4.63%,India,LifestyleArts & Entertainment
Radhika Bangia,radhika_bangia,9.2,1.8m,62.4k,170.3k,3.52%,India,Arts & EntertainmentLifestyle
Prabh Gill,prabhgillmusic,8.49,1.8m,14.7k,40.9k,0.84%,India,Arts & EntertainmentLiterature
Vikas Gupta,lostboyjourney,9.2,1.8m,88k,406.3k,4.99%,India,Arts & EntertainmentTelevision
Lakshmi Manchu,lakshmimanchu,8.2,1.8m,7.8k,177.2k,0.45%,Hyderabad,Arts & EntertainmentMovies
Aakriti Sharma,aakritisharma.official,8.54,1.7m,17.1k,520.1k,1.00%,India,Arts & EntertainmentTelevision
Manjimamohan,manjimamohan,9.14,1.7m,47.2k,64.5k,2.72%,India,Arts & EntertainmentMovies
Apoorva Arora,apooarora,9.21,1.7m,93k,142.8k,5.41%,India,Arts & EntertainmentMovies
Sakshi Agarwa,iamsakshiagarwal,9.21,1.7m,102k,128k,5.98%,India,Arts & EntertainmentMovies
Shivin Narang,shivin7,6.12,1.7m,0,45.5k,0.01%,India,Arts & EntertainmentTelevision
Sunidhi Chauhan,sunidhichauhan5,8.48,1.7m,14k,55.2k,0.82%,India,Arts & EntertainmentMusic
Komal Pandey,komalpandeyofficial,9.2,1.7m,80.6k,767k,4.73%,India,Style & FashionArts & Entertainment
Srishty Rode,srishtyrode24,5.32,1.7m,0,129.2k,0.01%,Mumbai,Arts & EntertainmentTelevision
Sara Khan,ssarakhan,8.6,1.7m,19.8k,29.1k,1.17%,India,Arts & EntertainmentTelevision
Rhea Kapoor,rheakapoor,8.53,1.7m,16.7k,66k,0.98%,India,Style & FashionArts & Entertainment
Kichcha Sudeepa,kichchasudeepa,9.22,1.7m,140.2k,418.2k,8.37%,India,Arts & EntertainmentMovies
